"610408145",ウチダのゲンノショウコ末Ｍ
"610408146",ウチダのゴシュユＭ
"610408147",ウチダのゴシツＭ
"610408148",ウチダのゴミシＭ
"610408149",ウチダのジュウヤクＭ
"610408150",ウチダのジオウＭ
"610408151",ウチダのダイオウＭ
"610408152",ウチダのダイオウ末Ｍ
"610408153",ウチダのバクモンドウＭ
"610408154",ウチダのビャクシＭ
"610408155",ウチダのビャクジュツＭ
"610408156",ウチダのビャクジュツ末Ｍ
"610408157",ウチダのビンロウジＭ
"610408158",ウチダのブクリョウＭ
"610408159",ウチダのブクリョウ末Ｍ
"610408161",ウチダのボウイＭ
"610408162",ウチダのボウコンＭ
"610408163",ウチダのボウフウＭ
"610408164",ウチダのボタンピＭ
"610408165",ウチダのボタンピ末Ｍ
"610408166",ウチダのボレイＭ
"610408167",ウチダのボレイ末Ｍ
"610408200",クエン酸「コザカイ・Ｍ」
"610408264",タンニン酸アルブミン「三恵」
"610408274",ツムラの生薬ウイキョウ
"610408275",ツムラの生薬エンゴサク
"610408276",ツムラの生薬オウレン
"610408277",ツムラの生薬オウギ
"610408278",ツムラの生薬オウゴン
"610408279",ツムラの生薬オウバク
"610408280",ツムラの生薬オンジ
"610408281",ツムラの生薬カッコン
"610408282",ツムラの生薬カロコン
"610408283",ツムラの生薬カンゾウ
"610408284",ツムラの生薬キョウニン
"610408285",ツムラの生薬キキョウ
"610408286",ツムラの生薬キジツ
"610408287",ツムラの生薬クジン
"610408288",ツムラの生薬ケイヒ
"610408290",ツムラの生薬コウカ
"610408291",ツムラの生薬コウブシ
"610408292",ツムラの生薬コウボク
"610408293",ツムラの生薬サイコ
"610408294",ツムラの生薬サイシン
"610408295",ツムラの生薬サンシュユ
"610408296",ツムラの生薬サンショウ
"610408297",ツムラの生薬サンシシ
"610408298",ツムラの生薬サンヤク
"610408299",ツムラの生薬シャクヤク
"610408300",ツムラの生薬シャゼンシ
"610408302",ツムラの生薬ショウキョウ
"610408304",ツムラの生薬セッコウ
"610408305",ツムラの生薬センキュウ
"610408307",ツムラの生薬ソウハクヒ
"610408308",ツムラの生薬ソウジュツ
"610408309",ツムラの生薬ソヨウ
"610408310",ツムラの生薬タイソウ
"610408311",ツムラの生薬タクシャ
"610408312",ツムラの生薬チョウジ
"610408313",ツムラの生薬チョレイ
"610408314",ツムラの生薬チモ
"610408315",ツムラの生薬チンピ
"610408316",ツムラの生薬トウキ
"610408317",ツムラの生薬トウニン
"610408318",ツムラの生薬ニンジン
"610408319",ツムラの生薬ハッカ
"610408320",ツムラの生薬ハンゲ
"610408321",ツムラの生薬マオウ
"610408323",ツムラの生薬モクツウ
"610408324",ツムラの生薬ヨクイニン
"610408325",ツムラの生薬リュウコツ
"610408327",ツムラの生薬レンギョウ
"610408328",ツムラの生薬ゴシュユ
"610408329",ツムラの生薬ゴシツ
"610408330",ツムラの生薬ゴミシ
"610408331",ツムラの生薬ジオウ
"610408332",ツムラの生薬ダイオウ
"610408333",ツムラの生薬バクモンドウ
"610408334",ツムラの生薬ビャクシ
"610408335",ツムラの生薬ビャクジュツ
"610408337",ツムラの生薬ブクリョウ
"610408338",ツムラの生薬ボウイ
"610408339",ツムラの生薬ボタンピ
"610408340",ツムラの生薬ボレイ
"610408341",テイコク紅参（調剤用）
"610408352",トチモトのアキョウ
"610408353",トチモトのアセンヤク末
"610408354",トチモトのアマチャ
"610408355",トチモトのアマチャ末
"610408356",トチモトのアロエ末
"610408358",トチモトのウイキョウ
"610408359",トチモトのウワウルシ
"610408360",トチモトのエイジツ
"610408361",トチモトのエイジツ末
"610408362",トチモトのエンゴサク
"610408363",トチモトのオウレン
"610408364",トチモトのオウレン末
"610408365",トチモトのオウギ
"610408366",トチモトのオウゴン
"610408367",トチモトのオウゴン末
"610408368",トチモトのオウバク
"610408369",トチモトのオウバク末
"610408370",トチモトのオンジ
"610408371",トチモトのオンジ末
"610408372",トチモトのカッコン
"610408373",トチモトのカッセキ
"610408374",トチモトのカノコソウ
"610408375",トチモトのカノコソウ末
"610408376",トチモトのカロコン
"610408377",トチモトの乾姜
"610408378",トチモトのカンテン末
"610408379",トチモトのカンゾウ
"610408380",トチモトのカンゾウ末
"610408381",トチモトのカゴソウ
"610408382",トチモトのキョウニン
"610408383",トチモトのキキョウ
"610408384",トチモトのキキョウ末
"610408385",トチモトのキササゲ
"610408386",トチモトのキジツ
"610408387",トチモトのクジン
"610408388",トチモトのクジン末
"610408389",トチモトのケイヒ
"610408390",トチモトのケイヒ末
"610408391",トチモトのケイガイ
"610408392",トチモトのケツメイシ
"610408393",トチモトのケンゴシ
"610408394",トチモトのコウカ
"610408395",トチモトのコウジン
"610408396",トチモトのコウブシ
"610408397",トチモトのコウブシ末
"610408398",トチモトのコウベイ
"610408399",トチモトのコウボク
"610408400",トチモトのコウボク末
"610408401",トチモトのコロンボ
"610408402",トチモトのコロンボ末
"610408403",トチモトのコンズランゴ
"610408404",トチモトのサイコ
"610408405",トチモトのサイシン
"610408406",トチモトのサフラン
"610408407",トチモトのサンキライ
"610408408",トチモトのサンキライ末
"610408409",トチモトのサンシュユ
"610408410",トチモトのサンショウ
"610408411",トチモトのサンショウ末
"610408412",トチモトのサンシシ
"610408413",トチモトのサンシシ末
"610408414",トチモトのサンヤク
"610408415",トチモトのサンズコン
"610408416",トチモトのシャクヤク
"610408417",トチモトのシャクヤク末
"610408418",トチモトのシャゼンシ
"610408419",トチモトのシャゼンソウ
"610408420",トチモトのシュクシャ
"610408421",トチモトのシュクシャ末
"610408422",トチモトのショウキョウ
"610408423",トチモトのショウキョウ末
"610408424",トチモトのショウマ
"610408425",トチモトのショウズク
"610408426",トチモトのショウバク
"610408427",トチモトのシコン
"610408428",トチモトのセッコウ
"610408429",トチモトのセネガ
"610408430",トチモトのセネガ末
"610408431",トチモトのセンキュウ
"610408432",トチモトのセンキュウ末
"610408433",トチモトのセンコツ
"610408434",トチモトのセンナ
"610408435",トチモトのセンナ末
"610408436",トチモトのセンブリ
"610408437",トチモトのセンブリ末
"610408438",トチモトのソウハクヒ
"610408439",トチモトのソウジュツ
"610408440",トチモトのソウジュツ末
"610408441",トチモトのソヨウ
"610408442",トチモトのタイソウ
"610408443",トチモトのタクシャ
"610408444",トチモトのタクシャ末
"610408445",トチモトのチョウジ
"610408446",トチモトのチョウジ末
"610408447",トチモトのチョレイ
"610408448",トチモトのチクセツニンジン
"610408449",トチモトのチクセツニンジン末
"610408450",トチモトのチモ
"610408451",トチモトのチンピ
"610408452",トチモトのトウキ
"610408453",トチモトのトウキ末
"610408454",トチモトのトウニン
"610408455",トチモトのトウヒ
"610408456",トチモトのトウガラシ
"610408460",トチモトのニンジン
"610408461",トチモトのニガキ
"610408463",トチモトのハッカ
"610408464",トチモトのハマボウフウ
"610408465",トチモトのハンゲ
"610408466",トチモトのマオウ
"610408467",トチモトのモッコウ
"610408468",トチモトのモクツウ
"610408469",トチモトのヤクチ
"610408470",トチモトのヨクイニン
"610408471",トチモトのヨクイニン末
"610408472",トチモトのリュウコツ
"610408473",トチモトのリュウタン
"610408474",トチモトのリュウタン末
"610408475",トチモトのレンギョウ
"610408476",トチモトのロートコン
"610408477",トチモトのガジュツ
"610408478",トチモトのガジュツ末
"610408479",トチモトのゲンチアナ
"610408480",トチモトのゲンチアナ末
"610408481",トチモトのゲンノショウコ
"610408482",トチモトのゲンノショウコ末
"610408483",トチモトのゴシュユ
"610408484",トチモトのゴシツ
"610408485",トチモトのゴミシ
"610408486",トチモトのジュウヤク
"610408487",トチモトのジオウ
"610408488",トチモトのダイオウ
"610408489",トチモトのダイオウ末
"610408490",トチモトのバクモンドウ
"610408491",トチモトのビャクシ
"610408492",トチモトのビャクゴウ
"610408493",トチモトのビャクジュツ
"610408494",トチモトのビャクジュツ末
"610408495",トチモトのビンロウジ
"610408496",トチモトのブクリョウ
"610408497",トチモトのブクリョウ末
"610408498",トチモトのボウイ
"610408499",トチモトのボウコン
"610408500",トチモトのボウフウ
"610408501",トチモトのボクソク
"610408502",トチモトのボタンピ
"610408503",トチモトのボタンピ末
"610408504",トチモトのボレイ
"610408511",ハッカ油「コザカイ・Ｍ」
"610408534",マツウラのオウレン（医療用）
"610408535",マツウラのオウギ（医療用）
"610408536",マツウラのオウゴン（医療用）
"610408537",マツウラのオウバク（医療用）
"610408538",マツウラのカッコン（医療用）
"610408539",マツウラのカンゾウ（医療用）
"610408540",マツウラのキキョウ（医療用）
"610408541",マツウラのキジツ（医療用）
"610408542",マツウラのケイヒ（医療用）
"610408543",マツウラのケイガイ（医療用）
"610408544",マツウラのコウジン（医療用）
"610408545",マツウラのサイコ（医療用）
"610408546",マツウラのサイシン（医療用）
"610408547",マツウラのサフラン（医療用）
"610408548",マツウラのサンシュユ（医療用）
"610408549",マツウラのサンシシ（医療用）
"610408550",マツウラのサンヤク（医療用）
"610408551",マツウラのシャクヤク（医療用）
"610408552",マツウラのショウキョウ（医療用）
"610408553",マツウラのショウマ（医療用）
"610408554",マツウラのセッコウ（医療用）
"610408555",マツウラのセンキュウ（医療用）
"610408556",マツウラのソウジュツ（医療用）
"610408557",マツウラのタイソウ（医療用）
"610408558",マツウラのタクシャ（医療用）
"610408559",マツウラのチョレイ（医療用）
"610408560",マツウラのチンピ（医療用）
"610408561",マツウラのトウニン（医療用）
"610408562",マツウラのニンジン（医療用）
"610408563",マツウラのハッカ（医療用）
"610408564",マツウラのハンゲ（医療用）
"610408565",マツウラのマオウ（医療用）
"610408566",マツウラのリュウコツ（医療用）
"610408567",マツウラのレンギョウ（医療用）
"610408568",マツウラのゴミシ（医療用）
"610408569",マツウラのジオウ（医療用）
"610408570",マツウラのダイオウ（医療用）
"610408571",マツウラのバクモンドウ（医療用）
"610408572",マツウラのビャクジュツ（医療用）
"610408573",マツウラのブクリョウ（医療用）
"610408574",マツウラのボウイ（医療用）
"610408575",マツウラのボタンピ（医療用）
"610408576",マツウラのボレイ（医療用）
"610408585",ヨウ化カリウム「コザカイ・Ｍ」
"610408594",リン酸コデイン散１％「コトブキ」
"610408603",リン酸水素カルシウム「三恵」
"610408613",ゲンチアナ末「三恵」
"610408622",ジアスターゼ「コザカイ・Ｍ」
"610408625",ジアスターゼ「三恵」
"610408632",ダイオウ末「三恵」
"610408645",ブロムワレリル尿素「三恵」
"610408647",ブドウ糖「コザカイ・Ｍ」
"610408658",パンクレアチン「三恵」
"610408661",プレドニゾロン錠５「ホエイ」　５ｍｇ
"610408665",三和ダイオウ末
"610408666",小島アセンヤク末Ｍ
"610408667",小島アロエ末Ｍ
"610408668",小島ウワウルシＭ
"610408669",小島キササゲＭ
"610408673",小島サフランＭ
"610408674",小島セネガＭ
"610408675",小島セネガ末Ｍ
"610408676",小島センナＭ
"610408677",小島センナ末Ｍ
"610408678",小島センブリＭ
"610408679",小島センブリ末Ｍ
"610408682",小島ハッカ葉Ｍ
"610408683",小島ヨクイニンＭ
"610408684",小島ヨクイニン末Ｍ
"610408685",小島ゲンチアナＭ
"610408686",小島ゲンチアナ末Ｍ
"610408687",小島ボレイＭ
"610408688",小島か楼根Ｍ
"610408689",小島五味子Ｍ
"610408690",小島十薬Ｍ
"610408691",小島大黄Ｍ
"610408692",小島大黄末Ｍ
"610408693",小島大棗Ｍ
"610408694",小島小豆くＭ
"610408695",小島山薬Ｍ
"610408696",小島山帰来Ｍ
"610408697",小島山帰来末Ｍ
"610408698",小島山梔子Ｍ
"610408699",小島山梔子末Ｍ
"610408700",小島山椒Ｍ
"610408701",小島山椒末Ｍ
"610408702",小島山茱萸Ｍ
"610408703",小島川きゅうＭ
"610408704",小島川きゅう末Ｍ
"610408705",小島川骨Ｍ
"610408706",小島木通Ｍ
"610408707",小島木香Ｍ
"610408708",小島吉草根Ｍ
"610408709",小島吉草根末Ｍ
"610408710",小島石膏Ｍ
"610408711",小島沢瀉Ｍ
"610408712",小島沢瀉末Ｍ
"610408713",小島人参Ｍ
"610408714",小島生姜Ｍ
"610408715",小島生姜末Ｍ
"610408716",小島知母Ｍ
"610408717",小島地黄Ｍ
"610408718",小島浜防風Ｍ
"610408719",小島竹節人参Ｍ
"610408720",小島竹節人参末Ｍ
"610408721",小島車前子Ｍ
"610408723",小島白しＭ
"610408724",小島白朮Ｍ
"610408725",小島白朮末Ｍ
"610408726",小島当帰Ｍ
"610408727",小島当帰末Ｍ
"610408728",小島香附子Ｍ
"610408729",小島香附子末Ｍ
"610408730",小島遠志Ｍ
"610408731",小島遠志末Ｍ
"610408732",小島連翹Ｍ
"610408733",小島細辛Ｍ
"610408734",小島益智Ｍ
"610408735",小島半夏Ｍ
"610408736",小島決明子Ｍ
"610408737",小島柴胡Ｍ
"610408738",小島防已Ｍ
"610408739",小島延胡索Ｍ
"610408740",小島桑白皮Ｍ
"610408741",小島麻黄Ｍ
"610408742",小島龍骨Ｍ
"610408743",小島龍胆Ｍ
"610408744",小島龍胆末Ｍ
"610408745",小島営実Ｍ
"610408746",小島営実末Ｍ
"610408747",小島葛根Ｍ
"610408748",小島厚朴Ｍ
"610408749",小島厚朴末Ｍ
"610408750",小島牛膝Ｍ
"610408751",小島夏枯草Ｍ
"610408752",小島桂皮Ｍ
"610408753",小島桂皮末Ｍ
"610408754",小島猪苓Ｍ
"610408755",小島縮砂Ｍ
"610408756",小島縮砂末Ｍ
"610408757",小島苦木Ｍ
"610408758",小島苦木末Ｍ
"610408759",小島苦参Ｍ
"610408760",小島苦参末Ｍ
"610408761",小島黄ごんＭ
"610408762",小島黄ごん末Ｍ
"610408763",小島黄連Ｍ
"610408764",小島黄連末Ｍ
"610408765",小島黄柏Ｍ
"610408766",小島黄柏末Ｍ
"610408767",小島黄耆Ｍ
"610408768",小島桃仁Ｍ
"610408769",小島麦門冬Ｍ
"610408770",小島呉茱萸Ｍ
"610408771",小島紫根Ｍ
"610408772",小島紫蘇葉Ｍ
"610408773",小島甘草Ｍ
"610408774",小島甘草末Ｍ
"610408775",小島甘茶Ｍ
"610408776",小島甘茶末Ｍ
"610408777",小島紅花Ｍ
"610408778",小島紅参Ｍ
"610408779",小島丁子Ｍ
"610408780",小島丁子末Ｍ
"610408781",小島茅根Ｍ
"610408782",小島玄草Ｍ
"610408783",小島玄草末Ｍ
"610408784",小島升麻Ｍ
"610408785",小島陳皮Ｍ
"610408786",小島牡丹皮Ｍ
"610408787",小島牡丹皮末Ｍ
"610408788",小島蒼朮Ｍ
"610408789",小島蒼朮末Ｍ
"610408790",小島杏仁Ｍ
"610408791",小島桔梗Ｍ
"610408792",小島桔梗末Ｍ
"610408793",小島荊芥Ｍ
"610408794",小島牽牛子Ｍ
"610408795",小島枳実Ｍ
"610408796",小島梹榔子Ｍ
"610408797",小島橙皮Ｍ
"610408798",小島芍薬Ｍ
"610408799",小島芍薬末Ｍ
"610408800",小島茴香Ｍ
"610408801",小島茯苓Ｍ
"610408802",小島茯苓末Ｍ
"610408803",小島莪じゅつＭ
"610408808",本草サフラン−Ｒ
"610408871",高砂アロエ末Ｍ
"610408872",高砂ウイキョウＭ
"610408873",高砂ウワウルシＭ
"610408874",高砂エイジツ末Ｍ
"610408875",高砂エンゴサクＭ
"610408876",高砂オウレンＭ
"610408877",高砂オウレン末Ｍ
"610408878",高砂オウギＭ
"610408879",高砂オウゴンＭ
"610408880",高砂オウゴン末Ｍ
"610408881",高砂オウバクＭ
"610408882",高砂オウバク末Ｍ
"610408883",高砂オンジＭ
"610408884",高砂オンジ末Ｍ
"610408885",高砂カッコンＭ
"610408886",高砂カノコソウＭ
"610408887",高砂カノコソウ末Ｍ
"610408888",高砂カロコンＭ
"610408889",高砂カンゾウＭ
"610408890",高砂カンゾウ末Ｍ
"610408891",高砂カゴソウＭ
"610408892",高砂キョウニンＭ
"610408893",高砂キキョウＭ
"610408894",高砂キキョウ末Ｍ
"610408895",高砂キササゲＭ
"610408896",高砂キジツＭ
"610408897",高砂クジン末Ｍ
"610408898",高砂ケイヒＭ
"610408899",高砂ケイヒ末Ｍ
"610408900",高砂ケイガイＭ
"610408901",高砂ケツメイシＭ
"610408902",高砂コウカＭ
"610408903",高砂コウジンＭ
"610408904",高砂コウブシＭ
"610408905",高砂コウブシ末Ｍ
"610408906",高砂コウボクＭ
"610408907",高砂コウボク末Ｍ
"610408908",高砂コロンボ末Ｍ
"610408909",高砂サイコＭ
"610408910",高砂サイシンＭ
"610408911",高砂サフランＭ
"610408912",高砂サンキライＭ
"610408913",高砂サンシュユＭ
"610408914",高砂サンショウＭ
"610408915",高砂サンシシＭ
"610408916",高砂サンシシ末Ｍ
"610408917",高砂サンヤクＭ
"610408918",高砂シャクヤクＭ
"610408919",高砂シャクヤク末Ｍ
"610408920",高砂シャゼンシＭ
"610408921",高砂シュクシャＭ
"610408922",高砂シュクシャ末Ｍ
"610408923",高砂ショウキョウＭ
"610408924",高砂ショウキョウ末Ｍ
"610408925",高砂ショウマＭ
"610408926",高砂シコンＭ
"610408927",高砂セッコウＭ
"610408928",高砂センキュウＭ
"610408929",高砂センキュウ末Ｍ
"610408930",高砂センコツＭ
"610408931",高砂センナＭ
"610408932",高砂センナ末Ｍ
"610408933",高砂センブリＭ
"610408934",高砂センブリ末Ｍ
"610408935",高砂ソウハクヒＭ
"610408936",高砂ソウジュツＭ
"610408937",高砂ソウジュツ末Ｍ
"610408938",高砂ソヨウＭ
"610408939",高砂タイソウＭ
"610408940",高砂タクシャＭ
"610408941",高砂タクシャ末Ｍ
"610408942",高砂チョウジＭ
"610408943",高砂チョウジ末Ｍ
"610408944",高砂チョレイＭ
"610408945",高砂チクセツニンジンＭ
"610408946",高砂チクセツニンジン末Ｍ
"610408947",高砂チモＭ
"610408948",高砂チンピＭ
"610408949",高砂トウキＭ
"610408950",高砂トウキ末Ｍ
"610408951",高砂トウニンＭ
"610408952",高砂トウヒＭ
"610408953",高砂ニンジンＭ
"610408954",高砂ハッカＭ
"610408955",高砂ハマボウフウＭ
"610408956",高砂ハンゲＭ
"610408957",高砂マオウＭ
"610408958",高砂モッコウＭ
"610408959",高砂モクツウＭ
"610408960",高砂ヤクチＭ
"610408961",高砂ヨクイニンＭ
"610408962",高砂ヨクイニン末Ｍ
"610408963",高砂リュウコツＭ
"610408964",高砂リュウタンＭ
"610408965",高砂リュウタン末Ｍ
"610408966",高砂レンギョウＭ
"610408967",高砂ガジュツＭ
"610408968",高砂ゲンチアナＭ
"610408969",高砂ゲンチアナ末Ｍ
"610408970",高砂ゲンノショウコＭ
"610408971",高砂ゲンノショウコ末Ｍ
"610408972",高砂ゴシュユＭ
"610408973",高砂ゴシツＭ
"610408974",高砂ゴミシＭ
"610408975",高砂ジュウヤクＭ
"610408976",高砂ジオウＭ
"610408977",高砂ダイオウＭ
"610408978",高砂ダイオウ末Ｍ
"610408979",高砂バクモンドウＭ
"610408980",高砂ビャクシＭ
"610408981",高砂ビャクジュツＭ
"610408982",高砂ビャクジュツ末Ｍ
"610408983",高砂ビンロウジＭ
"610408984",高砂ブクリョウＭ
"610408985",高砂ブクリョウ末Ｍ
"610408986",高砂ボウイＭ
"610408987",高砂ボタンピＭ
"610408988",高砂ボタンピ末Ｍ
"610408989",高砂ボレイＭ
"610408990",高砂ボレイ末Ｍ
"610408994",次硝酸ビスマス「三恵」
"610409002",合成ケイ酸アルミニウム「三恵」
"610409004",重カマ「ヨシダ」
"610409005",重質酸化マグネシウム「ケンエー」
"610409006",重質酸化マグネシウム　シオエ
"610409019",花扇アキョウＫ
"610409020",花扇アセンヤク末Ｋ
"610409021",花扇アマチャＫ
"610409023",花扇アロエ末Ｋ
"610409025",花扇イレイセンＫ
"610409026",花扇ウイキョウＫ
"610409027",花扇ウヤクＫ
"610409028",花扇ウワウルシＫ
"610409032",花扇エンゴサクＫ
"610409033",花扇オウヒＫ
"610409034",花扇オウレンＫ
"610409035",花扇オウレン末Ｋ
"610409036",花扇オウギＫ
"610409037",花扇オウゴンＫ
"610409038",花扇オウゴン末Ｋ
"610409039",花扇オウバクＫ
